timestamp,virtual_user,endpoint,method,status_code,response_time_ms,success
2026-08-06T10:46:54.470192012Z,23,GET /api/v1/scans,GET,200,3.416,True
2026-08-06T10:46:54.482623661Z,48,GET /api/v1/user/profile,GET,200,2.925,True
2026-08-06T10:46:54.491555027Z,19,GET /api/v1/user/profile,GET,200,2.689,True
2026-08-06T10:46:54.50960758Z,54,GET /api/v1/user/profile,GET,200,3.466,True
2026-08-06T10:46:54.523552945Z,12,GET /api/v1/scans,GET,200,4.566,True
2026-08-06T10:46:54.553060263Z,17,POST /api/v1/scans,POST,201,25.215,True
2026-08-06T10:46:54.554609292Z,45,GET /api/v1/scans,GET,200,5.879,True
2026-08-06T10:46:54.584638556Z,52,POST /api/v1/auth/login,POST,200,250.62,True
2026-08-06T10:46:54.589208633Z,56,GET /api/v1/scans/{id},GET,200,17.17,True
2026-08-06T10:46:54.589704597Z,21,GET /api/v1/scans,GET,200,13.419,True
2026-08-06T10:46:54.589977932Z,52,GET /api/v1/user/profile,GET,200,4.941,True
2026-08-06T10:46:54.602624823Z,9,GET /api/v1/scans/{id},GET,200,3.334,True
2026-08-06T10:46:54.641433986Z,35,POST /api/v1/scans,POST,201,31.418,True
2026-08-06T10:46:54.642509556Z,43,GET /api/v1/scans,GET,200,5.129,True
2026-08-06T10:46:54.678152437Z,34,GET /api/v1/scans,GET,200,3.908,True
2026-08-06T10:46:54.680641253Z,70,POST /api/v1/auth/login,POST,200,245.785,True
2026-08-06T10:46:54.683412518Z,70,GET /api/v1/user/profile,GET,200,2.574,True
2026-08-06T10:46:54.68796986Z,41,GET /api/v1/scans,GET,200,3.313,True
2026-08-06T10:46:54.705807168Z,11,GET /api/v1/scans,GET,200,3.491,True
2026-08-06T10:46:54.754647789Z,47,POST /api/v1/scans,POST,201,28.592,True
2026-08-06T10:46:54.787415892Z,40,GET /api/v1/scans,GET,200,11.996,True
2026-08-06T10:46:54.787418676Z,58,POST /api/v1/auth/login,POST,200,253.048,True
2026-08-06T10:46:54.787448618Z,1,GET /api/v1/scans,GET,200,15.354,True
2026-08-06T10:46:54.790328043Z,18,GET /api/v1/scans,GET,200,5.747,True
2026-08-06T10:46:54.790942905Z,58,GET /api/v1/user/profile,GET,200,3.338,True
2026-08-06T10:46:54.804273694Z,27,GET /api/v1/scans,GET,200,3.954,True
2026-08-06T10:46:54.84210029Z,15,POST /api/v1/scans,POST,201,26.467,True
2026-08-06T10:46:54.849290865Z,8,GET /api/v1/scans,GET,200,3.937,True
2026-08-06T10:46:54.87325598Z,5,GET /api/v1/scans,GET,200,4.56,True
2026-08-06T10:46:54.878059884Z,20,GET /api/v1/scans,GET,200,3.685,True
2026-08-06T10:46:54.87933495Z,39,POST /api/v1/auth/login,POST,200,244.435,True
2026-08-06T10:46:54.883292038Z,39,GET /api/v1/scans,GET,200,3.759,True
2026-08-06T10:46:54.88961089Z,61,GET /api/v1/scans,GET,200,3.103,True
2026-08-06T10:46:54.894389903Z,13,GET /api/v1/scans,GET,200,3.625,True
2026-08-06T10:46:54.902542042Z,49,GET /api/v1/scans,GET,200,3.743,True
2026-08-06T10:46:54.948840216Z,10,GET /api/v1/scans,GET,200,3.987,True
2026-08-06T10:46:54.966047104Z,24,GET /api/v1/scans,GET,200,5.768,True
